ID,gender,employment,income,density,VMT
3012,Female,Not in labor force,43847,8912,19.5
3013,Female,Not in labor force,22387,7384,17.1
3014,Female,Not in labor force,14177,13407,14.9
3015,Female,Employed,111162,4171,25
3016,Female,Not in labor force,22069,9606,16.6
3017,Female,Employed,67023,10205,22.7
3018,Female,Employed,40019,12060,20.1
3019,Female,Not in labor force,37298,6281,19.2
3020,Female,Not in labor force,22702,12247,16.5
3021,Male,Employed,71266,5219,26.5
3022,Male,Not in labor force,40922,8607,21.6
3023,Male,Employed,70638,7979,25.8
3024,Male,Not in labor force,45100,13234,21.3
3025,Male,Employed,95009,7924,27.2
3026,Female,Employed,6727,13428,14.5
3027,Female,Employed,35946,10112,20.5
3028,Female,Not in labor force,19742,4976,17.6
3029,Male,Unemployed,51105,10102,22.4
3030,Female,Employed,17821,12584,17.7
3031,Female,Not in labor force,33989,8676,18.5
3032,Female,Not in labor force,34972,6893,19
3033,Female,Unemployed,15326,11742,15.5
3034,Male,Employed,54609,8648,24.8
3035,Female,Employed,34204,12462,19.8
3036,Female,Employed,58459,14807,20.9
3037,Male,Not in labor force,53045,9081,22.2
3038,Female,Employed,79149,12375,22.8
3039,Female,Not in labor force,28568,11188,17.7
3040,Male,Unemployed,18273,12124,19
3041,Female,Employed,44370,8532,21.2
3042,Female,Not in labor force,16244,10171,15.5
3043,Male,Not in labor force,23967,8474,20.1
3044,Male,Employed,18221,10504,20.6
3045,Male,Employed,41788,9962,23.6
3046,Female,Employed,66062,8389,22.8
3047,Male,Not in labor force,13388,11483,17.5
3048,Female,Employed,16762,10689,17.8
3049,Female,Not in labor force,22756,10377,16.5
3050,Female,Employed,22711,12116,18.9
3051,Female,Not in labor force,20426,9372,16.6
3052,Male,Unemployed,58811,8370,22.8
3053,Female,Employed,76158,9930,22.7
3054,Male,Unemployed,30726,8362,21.2
3055,Male,Employed,113239,8888,27.3
3056,Male,Employed,38051,8717,24
3057,Female,Not in labor force,17248,12297,15.2
3058,Male,Employed,72903,8706,25.4
3059,Female,Employed,63072,7491,22.8
3060,Male,Employed,45720,9478,24
3061,Male,Employed,50659,11565,24.1
3062,Male,Employed,53226,6244,25.6
3063,Male,Not in labor force,15319,8555,18.4
3064,Male,Employed,56426,11172,24.4
3065,Female,Not in labor force,15496,8347,15.7
3066,Female,Employed,39493,13292,20.7
3067,Male,Unemployed,56773,14668,22
3068,Male,Employed,144626,13501,27.2
3069,Female,Employed,61531,8662,22.7
3070,Female,Employed,37672,6392,21.4
3071,Male,Employed,59184,12497,24.5
3072,Female,Employed,13920,7189,17.8
3073,Female,Not in labor force,26778,8094,18.2
3074,Male,Employed,35303,7280,24.1
3075,Male,Not in labor force,30671,8337,20.7
3076,Male,Employed,21210,13316,21.3
3077,Female,Employed,39413,13160,20.3
3078,Female,Employed,108943,15226,23
3079,Male,Employed,73089,9395,25.5
3080,Male,Employed,65781,8857,25.7
3081,Female,Employed,18049,12457,17.6
3082,Female,Employed,55245,12774,22
3083,Male,Employed,40090,8654,23.5
3084,Female,Employed,28773,11186,19.4
3085,Female,Not in labor force,10284,6741,14.7
3086,Male,Employed,31550,10527,22.7
3087,Female,Not in labor force,44525,7216,19.1
3088,Female,Employed,128144,17590,23.6
3089,Male,Employed,72504,12159,25.2
3090,Male,Employed,151410,11472,27.6
3091,Female,Not in labor force,51822,9416,19.3
3092,Female,Employed,65018,8459,22.5
3093,Female,Not in labor force,22431,4092,17.7
3094,Female,Not in labor force,14180,9143,15.3
3095,Female,Not in labor force,20405,10652,16.2
3096,Male,Employed,263369,8799,30.1
3097,Female,Employed,51081,7827,21.7
3098,Female,Not in labor force,20726,12614,16.7
3099,Female,Employed,27289,9017,19.8
3100,Female,Employed,47803,13408,20.5
3101,Female,Unemployed,11957,7756,15.1
3102,Male,Employed,76145,11857,24.9
3103,Male,Employed,47961,14039,23.4
3104,Male,Not in labor force,71190,9846,23.9
3105,Female,Not in labor force,49536,7758,19.8
3106,Male,Employed,90847,8339,26.3
3107,Female,Employed,81718,9926,23.4
3108,Female,Not in labor force,27113,9501,17.1
3109,Female,Not in labor force,42829,11085,18.7
3110,Male,Employed,84161,8348,26.2
3111,Male,Employed,51477,7232,25.1
3112,Male,Employed,150180,14202,27.4
3113,Female,Employed,39535,10838,20.6
3114,Female,Employed,27443,10648,19
3115,Female,Not in labor force,18086,11335,15.7
3116,Female,Employed,30405,11360,19.6
3117,Female,Employed,43748,11482,20.9
3118,Female,Employed,81929,10049,22.9
3119,Female,Employed,32510,8226,20
3120,Male,Not in labor force,51820,6219,23
3121,Female,Not in labor force,27402,11373,17.5
3122,Male,Employed,57724,9159,25.5
3123,Male,Employed,130495,10000,27.7
3124,Female,Employed,22754,10994,18.6
3125,Female,Employed,43976,13797,20.3
3126,Male,Employed,40500,4616,24.6
3127,Female,Not in labor force,19573,11440,16
3128,Male,Employed,85825,8735,26.2
3129,Female,Employed,49163,11050,21.3
3130,Female,Employed,29863,8918,20.3
3131,Male,Not in labor force,25836,11308,20.1
3132,Male,Unemployed,60461,5746,24.4
3133,Male,Employed,69804,12902,25.1
3134,Male,Employed,72784,7905,25.9
3135,Female,Employed,39396,7410,21.3
3136,Female,Not in labor force,18215,10865,16
3137,Male,Unemployed,19859,12065,19.2
3138,Female,Employed,36604,11575,20.2
3139,Female,Not in labor force,21442,12481,16.2
3140,Female,Not in labor force,25350,12486,17
3141,Female,Not in labor force,17396,11236,15.7
3142,Male,Employed,77875,11393,25.5
3143,Female,Not in labor force,32055,9605,18.1
3144,Male,Unemployed,26296,8587,21
3145,Male,Unemployed,34223,12308,20.7
3146,Male,Employed,38760,12197,22.7
3147,Male,Employed,73297,8673,25.5
3148,Female,Employed,21547,6155,19.1
3149,Male,Unemployed,23629,10345,19.9
3150,Male,Employed,56810,9524,24.7
3151,Male,Employed,138424,13397,27.1
3152,Male,Employed,82450,9827,25.9
3153,Male,Employed,49915,13112,23.8
3154,Female,Employed,38453,10570,20.5
3155,Female,Not in labor force,11159,11920,14
3156,Female,Employed,48952,6453,22
3157,Male,Employed,22748,9233,21.7
3158,Female,Not in labor force,26730,6538,18.1
3159,Female,Employed,38516,13563,20.2
3160,Male,Employed,75065,6190,26.2
3161,Male,Employed,72925,9524,25.7
3162,Male,Employed,27548,9091,22.1
3163,Male,Employed,105751,13334,26.2
3164,Female,Not in labor force,15351,12369,14.7
3165,Female,Not in labor force,8955,8721,13.7
3166,Female,Not in labor force,14135,9554,15
3167,Female,Employed,31379,11886,19.6
3168,Male,Employed,12519,14410,19.1
3169,Female,Employed,64305,6679,23.3
3170,Female,Not in labor force,38821,11247,18.3
3171,Female,Employed,17554,13841,17.6
3172,Female,Not in labor force,19619,12995,15.4
3173,Male,Employed,73293,14827,25.2
3174,Female,Not in labor force,9762,11347,13.4
3175,Female,Employed,127098,9120,25
3176,Female,Employed,60394,8305,22.2
3177,Male,Not in labor force,46609,8186,22.6
3178,Female,Employed,21529,11567,18.2
3179,Female,Not in labor force,22016,10792,16.3
3180,Female,Unemployed,20304,11797,16.5
3181,Male,Employed,106542,14502,26
3182,Female,Not in labor force,36455,9954,18.6
3183,Female,Unemployed,20387,10427,16.5
3184,Female,Not in labor force,25824,7558,17.6
3185,Female,Employed,72324,9302,23.2
3186,Female,Employed,24938,10180,19.4
3187,Female,Not in labor force,57998,12558,19.6
3188,Female,Employed,44102,7130,21.4
3189,Male,Not in labor force,33531,9851,21.1
3190,Female,Not in labor force,24909,12651,16.6
3191,Female,Not in labor force,23125,8448,17.4
3192,Male,Not in labor force,29013,12799,20.1
3193,Male,Employed,34659,10484,22.8
3194,Female,Not in labor force,12277,7385,15.6
3195,Female,Not in labor force,20478,9935,16.5
3196,Male,Employed,91115,10869,26.7
3197,Male,Employed,78302,14481,25.1
3198,Female,Not in labor force,16342,14793,14.9
3199,Male,Employed,205873,13387,28.6
3200,Male,Employed,122898,7294,27.8
3201,Female,Not in labor force,15171,8375,15.6
3202,Female,Employed,46427,8871,20.7
3203,Female,Employed,62396,8991,22
3204,Male,Employed,72923,11805,25.2
3205,Male,Employed,34093,11107,22.8
3206,Female,Employed,75992,11720,22.9
3207,Female,Employed,36280,12145,19.8
3208,Female,Employed,158362,8212,25.7
3209,Male,Employed,33976,6502,23.6
3210,Male,Employed,55042,11501,24.4
3211,Female,Employed,51487,10112,21.4
3212,Female,Not in labor force,11225,12068,14.1
3213,Male,Employed,51761,10514,24.3
3214,Female,Not in labor force,20298,15054,15.6
3215,Male,Employed,95913,8793,27.3
3216,Male,Employed,84152,12115,25.5
3217,Male,Employed,93817,11583,26.1
3218,Male,Unemployed,16673,5824,19.7
3219,Female,Employed,18457,13883,17.6
3220,Male,Employed,65837,9869,24.8
3221,Female,Employed,23228,12073,18.9
3222,Female,Not in labor force,20940,11865,16.4
3223,Female,Employed,20210,10914,18.5
3224,Male,Employed,79612,9243,25.8
3225,Male,Not in labor force,34082,9646,20.9
3226,Male,Unemployed,17351,7045,19.2
3227,Male,Employed,94344,11717,26
3228,Male,Not in labor force,37798,7068,21.8
3229,Female,Not in labor force,59095,10345,20
3230,Male,Employed,81125,10198,25.7
3231,Male,Not in labor force,20610,9954,19.2
3232,Male,Employed,39609,11467,23.6
3233,Male,Employed,70877,8030,25.7
3234,Male,Employed,99221,6608,27.5
3235,Female,Employed,55371,8263,22
3236,Female,Employed,10065,9691,16.1
3237,Female,Not in labor force,18259,9224,16.2
3238,Female,Not in labor force,17847,7211,16.8
3239,Female,Employed,39057,7333,21
3240,Female,Employed,23299,7133,19.3
3241,Male,Employed,66755,10044,25.3
3242,Female,Not in labor force,26638,5211,18.3
3243,Female,Employed,27166,9045,19.7
3244,Female,Employed,58965,7278,22
3245,Female,Employed,34185,12009,20.3
3246,Female,Employed,105585,11282,24.1
3247,Female,Employed,70739,11141,22.7
3248,Male,Not in labor force,30347,9710,20.2
3249,Female,Unemployed,18076,10343,16
3250,Female,Employed,34780,9278,20.5
3251,Male,Not in labor force,32829,9756,20.7
3252,Female,Not in labor force,75828,11614,20.9
3253,Male,Employed,59334,11765,24.6
3254,Male,Employed,137185,9109,27.8
3255,Male,Employed,40492,15495,23.2
3256,Female,Employed,46522,13970,20.5
3257,Female,Not in labor force,33937,8615,18
3258,Male,Employed,32428,11296,22.5
3259,Male,Not in labor force,56796,8036,22.8
3260,Female,Not in labor force,19611,8297,16.1
3261,Female,Employed,52000,8142,21.9
3262,Female,Employed,28982,6859,20.1
3263,Female,Unemployed,27628,11359,17.1
3264,Male,Employed,21535,10411,21.6
3265,Female,Not in labor force,21273,12445,16.4
3266,Female,Not in labor force,25481,8082,17.5
3267,Female,Employed,42502,6643,22
3268,Male,Employed,79561,10681,26
3269,Male,Employed,52759,13157,24.1
3270,Male,Employed,41533,7316,24.3
3271,Female,Not in labor force,109436,11826,21.6
3272,Female,Employed,57580,7187,22.4
3273,Female,Not in labor force,40644,7729,19
3274,Female,Not in labor force,29027,10740,17.7
3275,Female,Employed,53580,7177,22.2
3276,Female,Not in labor force,15307,11061,15.3
3277,Female,Employed,57823,10683,21.8
3278,Male,Employed,50860,12314,24.1
3279,Female,Employed,78299,10433,22.8
3280,Female,Not in labor force,20819,6745,17.1
3281,Male,Employed,22246,8331,21.8
3282,Male,Employed,38231,12094,23
3283,Female,Not in labor force,11171,7915,14.4
3284,Female,Not in labor force,59897,9592,20.5
3285,Female,Unemployed,26476,7430,18.3
3286,Male,Not in labor force,28338,11618,20
3287,Female,Not in labor force,8820,11768,13
3288,Female,Not in labor force,20023,12699,16.1
3289,Male,Employed,65534,4228,26.4
3290,Male,Employed,66455,9090,25.2
3291,Male,Employed,65268,13208,24.4
3292,Male,Employed,43798,13196,23
3293,Male,Employed,91861,7812,26.2
3294,Female,Employed,27513,9812,19.9
3295,Female,Employed,43542,11317,20.8
3296,Female,Employed,61096,8629,22.5
3297,Female,Employed,30017,6543,20.2
3298,Female,Not in labor force,33728,14465,17.4
3299,Male,Employed,76613,11196,25.7
3300,Female,Not in labor force,28710,12237,17.2
3301,Female,Employed,67029,10868,22.4
3302,Female,Not in labor force,8590,9845,13.9
3303,Female,Employed,33786,8535,20.1
3304,Female,Not in labor force,27589,7910,17.7
3305,Male,Not in labor force,55911,11646,22.2
3306,Male,Not in labor force,55043,3872,24.2
3307,Male,Unemployed,16964,10131,18.7
3308,Female,Employed,177391,10148,25.5
3309,Male,Employed,100046,14136,26.1
3310,Female,Employed,28022,7928,20.3
3311,Male,Employed,120222,8816,27.6
3312,Male,Unemployed,20208,10352,19.2
3313,Male,Employed,35686,14285,22.5
3314,Female,Not in labor force,61524,11292,19.9
3315,Female,Not in labor force,10142,11062,13.7
3316,Female,Employed,63472,9260,22.2
3317,Female,Employed,52313,5669,22.5
3318,Male,Unemployed,54756,10211,22.8
3319,Male,Unemployed,21865,8587,19.9
3320,Female,Not in labor force,13236,6310,15.2
3321,Male,Employed,53434,11050,24.3
3322,Male,Employed,46501,10047,23.6
3323,Male,Employed,13012,9691,20.1
3324,Male,Employed,62240,8773,25.1
3325,Female,Not in labor force,10504,9412,14.2
3326,Male,Employed,84308,11060,25.7
3327,Female,Employed,23661,8781,18.5
3328,Female,Employed,27107,15728,17.9
3329,Female,Not in labor force,49196,8289,19.6
3330,Male,Employed,71178,14249,24.9
3331,Male,Not in labor force,40097,14246,21.1
3332,Female,Not in labor force,15099,7512,16
3333,Male,Employed,64137,7047,25.6
3334,Male,Employed,36068,6184,24.2
3335,Female,Employed,50600,8231,21.9
3336,Female,Employed,27106,7591,19.6
3337,Female,Employed,56594,9447,21.7
3338,Male,Not in labor force,74163,10755,23.5
3339,Female,Not in labor force,10120,12342,13.5
3340,Male,Unemployed,30653,6862,21.2
3341,Female,Employed,26624,10289,19
3342,Female,Not in labor force,21889,13624,16.1
3343,Male,Employed,23063,9730,21.7
3344,Female,Not in labor force,12654,10526,14.7
3345,Male,Employed,26353,4129,23.4
3346,Female,Employed,56649,6809,22.1
3347,Female,Employed,43603,11095,20.8
3348,Male,Unemployed,27753,14492,19.8
3349,Male,Employed,78630,12999,25.4
3350,Female,Not in labor force,23360,12194,16.5
3351,Female,Employed,96504,8318,24.2
3352,Female,Not in labor force,17700,11062,15.7
3353,Male,Employed,66764,11687,25.3
3354,Male,Not in labor force,52735,6995,22.9
3355,Female,Not in labor force,17964,9275,16.8
3356,Male,Not in labor force,35888,12459,20.9
3357,Female,Employed,56384,11184,21.1
3358,Male,Employed,111348,9794,27.7
3359,Female,Not in labor force,22952,12734,16.1
3360,Female,Not in labor force,18435,11075,15.5
3361,Male,Employed,84394,12417,25.6
3362,Female,Not in labor force,28290,7015,18.1
3363,Male,Not in labor force,19493,7966,19.3
3364,Male,Employed,58884,8243,25.3
3365,Male,Not in labor force,65358,14296,22.2
3366,Male,Employed,45907,9776,24.3
3367,Female,Employed,34634,5861,21.3
3368,Female,Not in labor force,31272,10598,17.8
3369,Male,Employed,65349,6141,26.1
3370,Female,Employed,39814,10176,20.5
3371,Male,Not in labor force,48508,6844,23.2
3372,Male,Employed,64787,7621,25.5
3373,Male,Employed,68750,3105,27.4
3374,Male,Employed,25183,10520,21.7
3375,Male,Employed,56532,9763,25.2
3376,Female,Unemployed,23192,8897,16.7
3377,Male,Employed,45890,14696,23.8
3378,Female,Employed,60611,13612,21.9
3379,Male,Not in labor force,53951,9361,22.3
3380,Male,Employed,111353,9174,26.7
3381,Male,Employed,135444,11848,27.3
3382,Female,Employed,56995,2794,23.9
3383,Female,Employed,41504,10271,20.7
3384,Male,Employed,69478,11188,25.4
3385,Female,Employed,37819,11740,19.9
3386,Female,Not in labor force,29836,10673,17.8
3387,Male,Employed,20225,10190,21.2
3388,Male,Employed,16454,7801,20.6
3389,Female,Not in labor force,6807,10742,12.5
3390,Female,Not in labor force,23263,13332,16.5
3391,Female,Employed,48208,9400,21.2
3392,Female,Employed,19749,6181,19
3393,Female,Employed,59958,11966,21.4
3394,Male,Employed,87116,6624,27
3395,Male,Employed,196187,7732,28.7
3396,Female,Employed,48059,10537,21.3
3397,Female,Employed,56960,13045,21.1
3398,Male,Not in labor force,35489,9249,20.9
3399,Female,Unemployed,19059,9970,16.1
3400,Female,Employed,26711,10451,19.1
3401,Female,Not in labor force,13455,11609,14.9
3402,Female,Employed,107418,6947,24.8
3403,Female,Not in labor force,65571,10272,20.1
3404,Male,Not in labor force,11741,12816,16.7
3405,Female,Employed,57682,13622,21.3
3406,Female,Not in labor force,34085,6184,18.9
3407,Female,Not in labor force,20363,9709,16.4
3408,Female,Not in labor force,18796,6858,16.8
3409,Female,Employed,27333,8082,19.5
3410,Female,Employed,114130,10858,24
3411,Female,Employed,116557,7974,24.6
3412,Female,Employed,69867,7388,23.4
3413,Male,Employed,62600,12121,24.9
3414,Male,Employed,99394,11913,26.7
3415,Female,Not in labor force,23132,11350,16.4
3416,Female,Not in labor force,18904,9024,16.5
3417,Male,Employed,61063,8308,25.1
3418,Female,Employed,29547,10336,19.6
3419,Female,Not in labor force,7439,6203,13.9
3420,Male,Employed,67860,11828,25.1
3421,Female,Not in labor force,17260,9696,15.7
3422,Male,Employed,66808,15779,24.2
3423,Female,Employed,26482,7165,19.7
3424,Female,Not in labor force,12453,10844,14.6
3425,Male,Employed,70532,11214,24.8
3426,Female,Employed,41981,10627,20.8
3427,Female,Employed,23308,14958,18.2
3428,Female,Employed,8525,8790,15.8
3429,Female,Not in labor force,11042,7043,15.3
3430,Female,Not in labor force,25646,10827,17.3
3431,Female,Employed,57322,13141,21.4
3432,Male,Employed,56530,11389,24.7
3433,Male,Employed,62247,12095,25
3434,Male,Employed,33407,12070,22.7
3435,Female,Employed,42916,11438,21.1
3436,Female,Employed,100310,9285,24.2
3437,Female,Employed,93494,12063,23.2
3438,Male,Not in labor force,12552,10345,17.7
3439,Female,Not in labor force,20794,7892,16.8
3440,Male,Not in labor force,29064,9457,20.5
3441,Female,Not in labor force,39688,10778,18.5
3442,Female,Not in labor force,21553,7546,17.1
3443,Male,Employed,33430,9152,22.7
3444,Female,Employed,36743,7051,20.7
3445,Female,Employed,74864,12200,22.2
3446,Male,Employed,72997,4726,26.4
3447,Male,Employed,63810,9534,25.2
3448,Female,Employed,57774,14356,21.5
3449,Male,Employed,78883,7069,26.1
3450,Female,Not in labor force,23564,10629,16.9
3451,Female,Employed,62398,6262,22.9
3452,Male,Employed,71560,6592,26.4
3453,Male,Not in labor force,13643,10859,17.9
3454,Male,Not in labor force,48435,17180,20.9
3455,Male,Employed,31494,11704,22.3
3456,Female,Unemployed,28489,7817,17.9
3457,Female,Employed,57437,13506,21.4
3458,Male,Not in labor force,14234,10679,17.9
3459,Female,Employed,38507,11364,20.1
3460,Female,Not in labor force,40227,8840,18.6
3461,Male,Not in labor force,20918,9398,19.6
3462,Female,Not in labor force,13003,6494,15
3463,Female,Employed,40841,9652,20.6
3464,Female,Not in labor force,43375,12175,18.6
3465,Female,Not in labor force,32530,10738,18.2
3466,Male,Employed,60060,3508,26.7
3467,Female,Not in labor force,15233,11099,15.3
3468,Male,Employed,189500,15114,28.2
3469,Male,Not in labor force,13089,11037,18.3
3470,Male,Employed,54488,9237,25.2
